tender_name,tender_authority,application_start_date,tender_deadline,period,tender_location,date_published,tender_type,source_url,found_keywords,state
Kita Köritz Los 15 Schlossarbeiten ex post,Amt Neustadt (Dosse),2024-07-09,not specified,not specified,not specified,09.07.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Machbarkeitsstudie",Brandenburg
Beratung XPlanung,Landesamt für Bauen und Verkehr (LBV),2024-11-14,08.12.24,not specified,not specified,14.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Beratung Gigabitstrategie Brandenburg,"Ministerium für Wirtschaft, Arbeit und Energie des Landes Brandenburg",2024-11-12,03.12.24,not specified,not specified,12.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Beratung und Unterstützung bei der Einführung von HISinONE,Filmuniversität Babelsberg KONRAD WOLF,2024-10-21,not specified,not specified,not specified,21.10.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Steuerberatungsleistungen,Deutsches Institut für Ernährungsforschung,2024-11-10,10.12.24,not specified,not specified,10.11.24,VgV Ausschreibung,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
"Kontinuierlicher zielgruppenspezifischer Beratungsfachdienst für Asylbewerber, ankerkannte Asylberechtigte und Spätaussiedler im Landkreis Potsdam-Mittelmark",Landkreis Potsdam-Mittelmark,2024-11-06,not specified,not specified,not specified,06.11.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Psychologische Betreuung,Stadtwerke Potsdam GmbH,2024-10-21,18.11.24,not specified,not specified,21.10.24,UVgO TNW,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Rahmenvertrag Regionales Beratungs- und Qualifizierungsprojekt für Gründungsinteressierte Märkisch-Oderland,STIC Wirtschaftsfördergesellschaft Märkisch-Oderland mbH essierte Märkisch-Oderland,2023-01-27,not specified,not specified,not specified,27.01.23,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Beratung, Studie",Brandenburg
2 * Mitarbeiter/innen in Arbeitnehmerüberlassung als Referent/in der Geschäftsbereichsleitung,Brandenburgischer IT-Dienstleister,2024-09-08,not specified,not specified,not specified,08.09.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
KoMoNa: Renaturierung / nachhaltige Umgestaltung des Gewässernetzes der Gemeinde Neuhausen/Spree - Planungsleistungen LP 1-9,Gemeinde Neuhausen/Spree,2024-10-31,02.12.24,not specified,not specified,31.10.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
IGG Lübbenau/Spreewald - Errichtung einer Gleisharfe,Stadt Lübbenau/Spreewald,2024-10-31,02.12.24,not specified,not specified,31.10.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Infrastrukturbetrieb für den Brandenburgischen IT-Dienstleister,Brandenburgischer IT-Dienstleister,2024-10-24,28.11.24,not specified,not specified,24.10.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Teilsanierung Friedrich-Ebert-Schule,Stadt Luckenwalde,2024-11-14,16.12.24,not specified,not specified,14.11.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Attraktive Arbei in der Logistik,Attraktive Arbeit in der Logistik,2020-06-28,not specified,not specified,not specified,28.06.20,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Regionalmanagement Oderland-Spree Tesla-Umfeld,Landkreis Märkisch-Oderland,2024-09-22,not specified,not specified,not specified,22.09.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Bewirtschaftung der Gemeinschaftsunterkunft Sedlitz und Lauchhammer,Landkreis Oberspreewald-Lausitz,2024-11-07,not specified,not specified,not specified,07.11.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
"RV Administrative Begleitung eines jährlichen Projektwettbewerbs unter dem Titel ""Projektfonds Kulturplan Lausitz""","Ministerium für Wissenschaft, Forschung und Kultur des Landes Brandenburg",2024-08-28,not specified,not specified,not specified,28.08.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Rahmenvertrag über eine Agenturleistung für die Presse- und Öffentlichkeitsarbeit der Koordinierungsstelle TBB / BfB,Staatskanzlei des Landes Brandenburg,2024-10-29,not specified,not specified,not specified,29.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Studie Klima-Diskurs,Helmholtz-Zentrum hereon GmbH,2024-11-01,02.12.24,not specified,not specified,01.11.24,VgV Ausschreibung,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
Wertschöpfungsstudie Erneuerbare Energien Brandenburg,"Ministerium für Wirtschaft, Arbeit und Energie des Landes Brandenburg",2024-10-28,18.11.24,not specified,not specified,28.10.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,"Studie, Analyse",Brandenburg
verg. Auftrag Proteomics-Analyse in Plasmaproben mit Olink(R) Explore 384 Cardiometabolic und Olink(R) Explore 384 Inflammation,Deutsches Institut für Ernährungsforschung,2024-09-03,not specified,not specified,not specified,03.09.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Studie, Analyse",Brandenburg
Probandenrekrutierung über eine Rekrutierungsplattform,Deutsches Institut für Ernährungsforschung,2024-11-11,22.11.24,not specified,not specified,11.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
"Staatliches Studienseminar Neuruppin, Unterhaltsreinigung",Brandenburgischer Landesbetrieb für Liegenschaften und Bauen (BLB) - Zentrale Vergabestelle,2024-11-14,not specified,not specified,not specified,14.11.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
statische Ertüchtigung,Studierendenwerk Ost: Brandenburg,2024-11-12,not specified,not specified,not specified,12.11.24,VOB/A Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
Re-Akkreditierung Studiengänge Sozial- und Bildungswissenschaften,Fachhochschule Potsdam,2024-10-29,not specified,not specified,not specified,29.10.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
Fortschreibung des Nationalparkplans,Nationalpark Unteres Odertal - Verwaltung,2024-07-03,not specified,not specified,not specified,03.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
Probenahme und Analyse Bankettmaterial SM Lübben,Landesbetrieb Straßenwesen Brandenburg Dienststätte Wünsdorf,2024-11-15,05.12.24,not specified,not specified,15.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Analyse und Charakterisierung von Werkstoffen und Fügeverfahren,BTU Cottbus-Senftenberg,2022-09-13,11.10.22,not specified,not specified,13.09.22,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Entwicklung und Bereitstellung einer KI Anwendung zur Durchsuchung und Analyse von gerichtlichen Entscheidungen,Ministerium der Justiz des Landes Brandenburg,2024-10-18,not specified,not specified,not specified,18.10.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Ertüchtigung der Poststraße - Baugrunduntersuchung,"Stadtverwaltung Hennigsdorf, FB Stadtentwicklung, FD Öffentliche Anlagen",2016-08-08,not specified,not specified,not specified,08.08.16,Sonstige Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Verwaltungssoftware GIS basiert,Gemeinde Am Mellensee,2024-11-16,29.11.24,not specified,not specified,16.11.24,UVgO TNW,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Wirtschaftspotenzialanalyse für die Stadt Hohen Neuendorf,Stadtverwaltung Hohen Neuendorf,2024-11-13,29.11.24,not specified,not specified,13.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
verg. Auftrag Lieferung und Installation eines Computertomographen zur nicht-invasiven Bildgebung von Mäusen,Deutsches Institut für Ernährungsforschung,2024-09-03,not specified,not specified,not specified,03.09.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
2. Fortschreibung des Landschaftsrahmenplanes des Landkreises Ostprignitz-Ruppin,Landkreis Ostprignitz-Ruppin,2024-10-20,not specified,not specified,not specified,20.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Stadt Cottbus - VHVmöTW 222-2024 Erstellung kommunaler Wärmeplan Stadt Cottbus/Chó?ebuz,Stadtverwaltung Cottbus,2024-10-25,26.11.24,not specified,not specified,25.10.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Cell Fixation and Single Cell RNA sequence Kits,Deutsches Institut für Ernährungsforschung,2024-11-05,not specified,not specified,not specified,05.11.24,Sonstige Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
SWHE_TRANSFORMATIONSPLANUNG,Stadtwerke Hennigsdorf GmbH,2024-11-03,02.12.24,not specified,not specified,03.11.24,SektVO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Ersatzneubau SRA-03 über den Großen Schradener Binnengraben bei Schraden,Amt Plessa,2024-11-12,not specified,not specified,not specified,12.11.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Logistik- und Versorgungskonzept MUL-CT,Medizinische Universität Lausitz - Carl Thiem,2024-09-05,not specified,not specified,not specified,05.09.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
OZG Breitband-Portal Brandenburg,"Ministerium für Wirtschaft, Arbeit und Energie des Landes Brandenburg",2024-11-11,26.11.24,not specified,not specified,11.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Wirtschaftlichkeitsanalyse Kitastandorte Berkenbrück,Gemeinde Berkenbrück c/o Amt Odervorland,2024-11-14,not specified,not specified,not specified,14.11.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Nextera XT DNA Library Preparation Kit,Deutsches Institut für Ernährungsforschung,2024-11-13,28.11.24,not specified,not specified,13.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Wittenberge - Innovationsquartier,Stadtverwaltung Wittenberge,2024-05-07,not specified,not specified,not specified,07.05.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gartenschau,Brandenburg
Winterdienst der Stadt Hohen Neuendorf,Stadtverwaltung Hohen Neuendorf,2024-10-02,not specified,not specified,not specified,02.10.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
"Objektpflege der Grünanlagen, Gehwegreinigung und Winterdienst in den Liegenschaften der ProPotsdam GmbH, Los 1-5 und 7",ProPotsdam GmbH vertreten durch GEWOBA Wohnungsverwaltungsgesellschaft Potsdam mbH,2024-10-29,06.01.25,not specified,not specified,29.10.24,VgV Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Los 1- Landschaftsbauarbeiten,Stadt Lübbenau/Spreewald,2024-10-27,26.11.24,not specified,not specified,27.10.24,VgV Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Unterhaltungspflege Straßenbegleitgrün Grünflächen,Gemeinde Schönefeld,2022-02-12,not specified,not specified,not specified,12.02.22,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
"Totalunternehmerleistungen für die Errichtung eines Multifunktionsgebäudes ""Haus Mühle"" in Eggersdorf",Gemeinde Petershagen/Eggersdorf,2024-07-12,not specified,not specified,not specified,12.07.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Los 2-Baustelleneinrichtung,Stadt Lübbenau/Spreewald,2024-11-05,04.12.24,not specified,not specified,05.11.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
"Ingenieurleistung Freianlagenplanung, Neugestaltung Dorfplatz Stülpe, Gemeinde Nuthe-Urstromtal",Gemeinde Nuthe-Urstromtal,2024-09-30,not specified,not specified,not specified,30.09.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Feldsollrevitalisierungen Voßberg-Willmine Floristisch-faunistisches Gutachten,BUND Landesverband Brandenburg e. V.,2019-04-15,not specified,not specified,not specified,15.04.19,VOL/A Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Durchführung von arbeitsmedizinischen Begutachtungen und Erstellung von Gutachten im Rahmen der Durchführung des SGB II,"Landkreis Uckermark, Rechtsamt",2024-11-14,18.12.24,not specified,not specified,14.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Monitoringbericht Kultur- und Kreativwirtschaft Brandenburg,"Ministerium für Wirtschaft, Arbeit und Energie des Landes Brandenburg",2024-11-06,20.11.24,not specified,not specified,06.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Gewerbeimmobilien- und Inventar-Versicherung inklusive zusätzlicher Deckungserweiterungen für den Gewerbeimmobilienbestand,ProPotsdam GmbH,2024-09-27,not specified,not specified,not specified,27.09.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Erstellung fachlicher Stellungnahmen zur Antragsprüfung für die EFRE-Richtlinie zur Förderung von Maßnahmen für ein nachhaltiges Wasser- und Stoffstrommanagement in KMU,"Ministerium für Landwirtschaft, Umwelt und Klimaschutz Brandenburg",2024-10-15,not specified,not specified,not specified,15.10.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Stadt Cottbus - Planungsleistungen BMX-Race,"Stadtverwaltung Cottbus, Geschäftsbereich Bau, Umwelt & Strukturentwicklung, Fachbereich Hochbau",2024-11-04,not specified,not specified,not specified,04.11.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Spielgerät,Amtsverwaltung Seelow-Land,2024-11-13,not specified,not specified,not specified,13.11.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"OSZ Strausberg, Haus 3, Errichtung Lehrküche mit Lüftung, Los 03 - Stark- und Schwachstromanlagen","Landkreis Märkisch-Oderland / Amt für Digitalisierung, Organisation und Personal",2024-06-28,not specified,not specified,not specified,28.06.24,VOB/A Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
B 169 OU Allmosen - faunistische Kartierungen,"Landesbetrieb Straßenwesen Brandenburg, Dienststätte Cottbus",2024-11-10,10.12.24,not specified,not specified,10.11.24,VgV Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"B112 OU Frankfurt (Oder) 3.VA - Bauwerksplanung Lph. 1, 3, 6 Baulos 2 - 4 Brücken + 4 Fledermausleitwände","Landesbetrieb Straßenwesen Brandenburg, DS Frankfurt (Oder)",2024-07-04,not specified,not specified,not specified,04.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"B112 OU Frankfurt (Oder) 3.VA - Bauwerksplanung Lph. 1, 3, 6 Baulos 1 - 5 Brücken + 2 Blendschutzwände","Landesbetrieb Straßenwesen Brandenburg, DS Frankfurt (Oder)",2024-07-04,not specified,not specified,not specified,04.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
GU Leistungen Dachsanierung Neue Zentralküche CTK - Bau und Planung,Carl-Thiem-Klinikum Cottbus gGmbH,2024-06-30,not specified,not specified,not specified,30.06.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Rahmenvereinbarung Containerstellung 2024,"Stadt Oranienburg, Der Bürgermeister",2024-10-25,not specified,not specified,not specified,25.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"Planung, Organisation und Durchführung des Hennefer Stadtfestes Hennef",Stadtbetriebe Hennef,2024-11-07,21.11.24,not specified,not specified,07.11.24,UVgO TNW,https://www.evergabe.nrw.de,"Erlebnis, Besucher",North Rhine-Westphalia
Prüfung ortsfester elektrischer Anlagen in der ZOOM-Erlebniswelt,Stadtwerke Gelsenkirchen GmbH,2024-11-11,25.11.24,not specified,not specified,11.11.24,Sonstige Ausschreibung,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
Planungsleistungen Affenhaus,Zoo Duisburg gGmbH,2021-04-14,not specified,not specified,not specified,14.04.21,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Erlebnis, Besucher",North Rhine-Westphalia
Markenaktivierung in Dortmund - Strategie und Umsetzung,Vergabe und Beschaffungszentrum Dortmund,2024-11-15,16.12.24,not specified,not specified,15.11.24,VgV TNW,https://www.evergabe.nrw.de,"Erlebnis, Konzept",North Rhine-Westphalia
Service-Center Dienstleistungen: Angebotswettbewerb,Dortmunder Energie- und Wasserversorgung GmbH,2024-06-27,not specified,not specified,not specified,27.06.24,SektVO Vergebener Auftrag,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
2024-0615 Zukunftsgarten Duisburg IGA 2027 - Fachgutachterliche Begleitung der Erdbauarbeiten (4 Lose),Wirtschaftsbetriebe Duisburg - AöR im Namen und für Rechnung der Stadt Duisburg - Stabsstelle IGA,2024-10-31,03.12.24,not specified,not specified,31.10.24,VgV Ausschreibung,https://www.evergabe.nrw.de,"Erlebnis, Freizeit, Ausstellung",North Rhine-Westphalia
"LWL - Industriemuseum, Zeche Zollern; ""Kinderkeller"" Museumspädagogische Erlebniseinheit für Kinder; Brandschutztüren; 24-310 B",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-09-03,not specified,not specified,not specified,03.09.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
VE 300.22.3 Alternative Abdichtung,Allwetterbad der Stadt Monheim am Rhein GmbH,2024-07-18,not specified,not specified,not specified,18.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
VE 500.05 Außenanlagen,Allwetterbad der Stadt Monheim am Rhein GmbH,2024-10-10,not specified,not specified,not specified,10.10.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
VE 300.18.5 Beschichtung und Ertüchtigung Stahlteile ex post,Allwetterbad der Stadt Monheim am Rhein GmbH,2024-10-24,not specified,not specified,not specified,24.10.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
Bahia / Hünting: Planungsleistung Tourismus/Freizeit und Sportstätten,Stadt Bocholt,2024-11-11,26.11.24,not specified,not specified,11.11.24,UVgO TNW,https://www.evergabe.nrw.de,"Freizeit, Tourismus",North Rhine-Westphalia
Planungswettbewerb Neubau Euskirchener City-Forum (EuCF) und Plaza,"Kreisstadt Euskirchen, Der Bürgermeister",2024-07-28,not specified,not specified,not specified,28.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Leistungen für die Programme der kulturellen Bildung,"Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Rechtsamt",2024-11-11,21.11.24,not specified,not specified,11.11.24,UVgO TNW,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Interessenbekundung: Landschaftsarchitekturleistungen - Bewegungspark Hiltrup,"Stadt Münster, Zentrales Vergabemanagement",2018-11-27,not specified,not specified,not specified,27.11.18,UVgO Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Schadstoffsanierung Freizeithaus -  Innen- und Dachsanierung,Stadt Beckum,2024-11-04,21.11.24,not specified,not specified,04.11.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Planungskonzept zur Landschaftsgestaltung verkippter Flächen am östlichen Seeufer des Tagebaus Garzweiler,Zweckverband LANDFOLGE Garzweiler,2024-10-26,25.11.24,not specified,not specified,26.10.24,VgV Ausschreibung,https://www.evergabe.nrw.de,"Freizeit, Masterplan",North Rhine-Westphalia
Aufsichtsdienst Museen 2025-2030,Märkischer Kreis,2024-10-27,26.11.24,not specified,not specified,27.10.24,VgV Ausschreibung,https://www.evergabe.nrw.de,"Freizeit, Besucher, Ausstellung",North Rhine-Westphalia
Bolzplatz Logenstraße - Landschaftsgärtnerische Bauleistungen für Sport- und Freizeitanlagen,"Stadt Mönchengladbach, Dezernat Planen, Bauen, Mobilität, Umwelt - VI/V - Vergabestelle -",2021-01-07,not specified,not specified,not specified,07.01.21,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
"Sport- und Freizeitanlage am Stadion Niederrhein, Freianlagenplanung",SBO Servicebetriebe Oberhausen - Eigenbetrieb der Stadt Oberhausen,2021-04-12,not specified,not specified,not specified,12.04.21,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
168 - Extratour Skifreizeit im Stubaital WS 24/25,RWTH Aachen University,2024-10-14,not specified,not specified,not specified,14.10.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
168 - Extratour Skifreizeit in Davos März 2025,RWTH Aachen University,2024-10-28,not specified,not specified,not specified,28.10.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Sanierung Kunstrasen Jugendfreizeiteinrichtung Icklack,"Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Amt für Recht, Vergabe und Versicherungen, Zentrale Vergabestelle",2024-06-25,not specified,not specified,not specified,25.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Reinigungsleistungen,Stadtwerke Lemgo GmbH,2020-09-23,not specified,not specified,not specified,23.09.20,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Gebäudereinigung in Objekten der Stadt Plettenberg,Stadt Plettenberg,2021-06-09,not specified,not specified,not specified,09.06.21,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
"Ex-post: Reinigung der Glas-, Rahmen- und Jalousieflächen an städtischen Gebäuden",Stadt Coesfeld,2024-06-18,not specified,not specified,not specified,18.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
"Niederzier, Ellbachzentrum; Betreuung eines Realisierungswettbewerbs gem. RPW 2013",Starke Projekte GmbH,2024-08-27,not specified,not specified,not specified,27.08.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Freizeit, Ausstellung",North Rhine-Westphalia
Betreuungsdienstleistung Notunterkünfte GLA und LH,Bezirksregierung Münster,2024-10-31,not specified,not specified,not specified,31.10.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Mona Mare VE 300.18.1 Dachabdichtung,Allwetterbad der Stadt Monheim am Rhein GmbH,2024-06-19,not specified,not specified,not specified,19.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
VE 300.22.2 Spezialabdichtung,Allwetterbad der Stadt Monheim am Rhein GmbH,2024-07-05,not specified,not specified,not specified,05.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Prüfung Jahresabschluss,Ruhr Tourismus GmbH,2024-08-07,not specified,not specified,not specified,07.08.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Funkspotkampagne über WDR2,Ruhr Tourismus GmbH,2024-09-26,not specified,not specified,not specified,26.09.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Funksportkampagne Westfunk,Ruhr Tourismus GmbH,2024-09-26,not specified,not specified,not specified,26.09.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Projektbegleitung,Ruhr Tourismus GmbH,2024-10-04,not specified,not specified,not specified,04.10.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Buchung und Ausspielung Programmatic Cinema Advertising,Ruhr Tourismus GmbH,2024-09-05,not specified,not specified,not specified,05.09.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
"PR-Betreuung für das Ausstellungsprojekt ""21x21""",Ruhr Tourismus GmbH,2024-09-26,not specified,not specified,not specified,26.09.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Neuentwicklung RUHR.TOPCARD Webseite und App,Ruhr Tourismus GmbH,2024-05-26,not specified,not specified,not specified,26.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Weiterentwicklung der Umsetzungsstrategie für die Ruhr Games 2027 ff.,Regionalverband Ruhr,2024-11-07,22.11.24,not specified,not specified,07.11.24,UVgO TNW,https://www.evergabe.nrw.de,"Tourismus, Machbarkeit, Beratung",North Rhine-Westphalia
Machbarkeitsstudie Themenradroute Rheinisches Revier,Zweckverband LANDFOLGE Garzweiler,2024-10-30,26.11.24,not specified,not specified,30.10.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,"Tourismus, Machbarkeit, Beratung",North Rhine-Westphalia
"""Social Media"" - Kampagnen im Bereich ""Kongressinitiative Stadt Münster"" - Rahmenvereinbarung",Stadt Münster,2024-09-04,not specified,not specified,not specified,04.09.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Konzeptstudie Herner Meer,Stadt Herne,2024-09-10,not specified,not specified,not specified,10.09.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Aufstellung von Verkaufsautomaten,Justizvollzugsanstalt Wuppertal-Vohwinkel,2024-11-13,not specified,not specified,not specified,13.11.24,Sonstige Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Neuanmietung Polizeiwache Löhne,Kreispolizeibehörde Herford,2024-06-13,not specified,not specified,not specified,13.06.24,Sonstige Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
"Hagener Hohenhof,  Pflege der Außenanlagen für 2025 - 2027",Stadt Hagen,2024-09-25,not specified,not specified,not specified,25.09.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Universitätsklinikum Münster - 7610_16_657 Knochenmarktransplantationszentrum - G118 Tischlerarbeiten Umbau Bestand,Universitätsklinikum Münster,2024-07-28,not specified,not specified,not specified,28.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
