tender_name,tender_authority,application_start_date,tender_deadline,period,tender_location,date_published,tender_type,source_url,found_keywords,state
Bekanntmachung vergebener Auftrag: EU-weite Ausschreibung: Beförderung von Schülerinnen und Schülern Dorstener Schulen zum Schwimm- und Sportunterricht,Stadt Dorsten,2024-07-28,not specified,not specified,not specified,28.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Verkehrsmittelwerbung,Ruhr Tourismus GmbH,2024-07-30,not specified,not specified,not specified,30.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
digitale OoH Kampagne mit RUHR.FUSSBALL Inhalten,Ruhr Tourismus GmbH,2024-04-03,not specified,not specified,not specified,03.04.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Bewerbung auf onlinebasierten Werbeportalen,Ruhr Tourismus GmbH,2024-06-05,not specified,not specified,not specified,05.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Rahmenvertrag: Texterstellung (englisch und niederländisch) sowie Übersetzungsdienstleistungen bis 31.08.2027,Tourismus NRW e.V.,2024-07-26,16.08.24,not specified,not specified,26.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Neuentwicklung RUHR.TOPCARD Webseite und App,Ruhr Tourismus GmbH,2024-05-26,not specified,not specified,not specified,26.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
"Technik ""Bildstörung Straßentheaterfestival Detmold 2024""","Stadt Detmold - Fachbereich 8 - Kultur, Tourismus, Marketing und Bildungseinrichtungen",2024-05-08,not specified,not specified,not specified,08.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Host City Dressing im Rahmen der UEFA EURO 2024 in Gelsenkirchen,"Stadt Gelsenkirchen, 10/4.1 - Zentrale Beschaffungsstelle",2024-06-20,not specified,not specified,not specified,20.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Tourismus,North Rhine-Westphalia
Neuanmietung Polizeiwache Löhne,Kreispolizeibehörde Herford,2024-06-13,not specified,not specified,not specified,13.06.24,Sonstige Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Rahmenvertrag über die Lieferung von Funktionsmobiliar,Vergabe und Beschaffungszentrum Dortmund,2024-07-17,07.08.24,not specified,not specified,17.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Universitätsklinikum Münster - 7610_16_657 Knochenmarktransplantationszentrum - G118 Tischlerarbeiten Umbau Bestand,Universitätsklinikum Münster,2024-07-28,not specified,not specified,not specified,28.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Sanierung Stufenanlage Urnenkammern,Kommunalbetrieb Krefeld AöR,2024-07-25,23.08.24,not specified,not specified,25.07.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
"Architektenleistung zur Errichtung einer 2-fach Sporthalle inkl. Rückbau vorhandener Gebäude, Scherlingstraße 37 in Iserlohn-Hennen",Stadt Iserlohn,2021-07-07,not specified,not specified,not specified,07.07.21,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Empfangsdienste für die NRW.BANK in Düsseldorf,NRW.BANK AöR,2022-12-22,not specified,not specified,not specified,22.12.22,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Besucher, Ausstellung",North Rhine-Westphalia
"Relaunch der Website und des Intranets der Kreisverwaltung Recklinghausen: Planung, Entwicklung, Gestaltung, Implementierung und Umsetzung","Kreis Recklinghausen, Der Landrat",2024-08-05,not specified,not specified,not specified,05.08.24,UVgO Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
"Deutsche Sporthochschule Köln, Sanierung Leichtathletikzentrum (LAZ), Tischlerarbeiten, 025-24-00170",Bau- und Liegenschaftsbetrieb NRW Köln,2024-06-19,not specified,not specified,not specified,19.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Vergabe der Sicherheitsdienstleistungen - Außensicherung - für den Landtag NRW,Der Präsident des Landtags NRW,2024-08-04,not specified,not specified,not specified,04.08.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
KSP und grüne Infrastruktur - Kronenpflege und Massariakontrolle 2024-2026,Grün und Gruga,2024-07-07,not specified,not specified,not specified,07.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Rahmenvereinbarung Bürodrehstühle und Besucherstühle,Universität Paderborn,2024-07-24,23.08.24,not specified,not specified,24.07.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
"LWL - Industriemuseum, Zeche Nachtigall; Neues Besucherzentrum; Tragwerksplanung LP 3-6; 24-001 OH",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-05-17,not specified,not specified,not specified,17.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Besucher, Besucherzentrum",North Rhine-Westphalia
"LWL - Industriemuseum, Zeche Nachtigall; Neues Besucherzentrum; Fachplanung - Technische Ausrüstung LP 3-8; 24-002 OH",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-05-30,not specified,not specified,not specified,30.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Besucher, Besucherzentrum",North Rhine-Westphalia
"LWL - Industriemuseum, Schiffshebewerk Henrichenburg; Neubau Besucherzentrum; Fachplanung - Technische Ausrüstung (HLS + ELT + NT); 24-106 OH",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-13,not specified,not specified,not specified,13.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Besucher, Besucherzentrum",North Rhine-Westphalia
"LWL - Industriemuseum, Schiffshebewerk Henrichenburg; Neubau Besucherzentrum; Tragwerksplanung; 24-181 OH",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-26,not specified,not specified,not specified,26.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Besucher, Besucherzentrum",North Rhine-Westphalia
"Drehstühle, Besucherstühle, Seminarraumstühle",Universität Münster,2024-07-09,not specified,not specified,not specified,09.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
158-Rahmenvereinbarung Besucher- und Seminarraumstühle 2024,RWTH Aachen University,2024-07-31,not specified,not specified,not specified,31.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Metallbauarbeiten Röntgen Museum,"Stadt Remscheid, Fachdienst Recht und Vergabe, Abteilung Zentrale Vergabestelle",2024-07-16,not specified,not specified,not specified,16.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Röntgen Museum Gerüst,"Stadt Remscheid, Fachdienst Recht und Vergabe, Abteilung Zentrale Vergabestelle",2024-04-04,not specified,not specified,not specified,04.04.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Röntgen Museum Dach,"Stadt Remscheid, Fachdienst Recht und Vergabe, Abteilung Zentrale Vergabestelle",2024-04-08,not specified,not specified,not specified,08.04.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Röntgen Museum Betoninstandsetzungsarbeiten,"Stadt Remscheid, Fachdienst Recht und Vergabe, Abteilung Zentrale Vergabestelle",2024-04-30,not specified,not specified,not specified,30.04.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Umbau Museum Balve - Zimmermann,Förderverein Luisenhütte,2024-08-05,19.08.24,not specified,not specified,05.08.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Umbau Museum Balve - Tischler,Förderverein Luisenhütte,2024-07-24,07.08.24,not specified,not specified,24.07.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Drucksachen für das Museum Folkwang,"Stadt Essen, Zentrale Vergabestelle",2021-05-07,08.06.21,not specified,not specified,07.05.21,UVgO Ausschreibung,https://www.evergabe.nrw.de,"Museum, Ausstellung",North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Umbau Planetarium; 21-259 B",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2021-05-05,not specified,not specified,not specified,05.05.21,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Kunst und Kulturgeschichte, Münster; Rahmenverträge; Dachdecker/Klempnerleistungen; 24-117 BR",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-03-20,not specified,not specified,not specified,20.03.24,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; Abbrucharbeiten; 24-387 B",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-07-26,not specified,not specified,not specified,26.07.24,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"Teilsanierung des Restaurierungsgebäudes mit Schwerpunkt der raumlufttechnischen Anlagen im Museum Ludwig, Bischofsgartenstraße 1 in 50667 Köln","Stadt Köln - Amt für Recht, Vergabe und Versicherungen",2024-07-04,12.08.24,not specified,not specified,04.07.24,VgV TNW,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften;  VE04.7 Kampfmittelüberprüfung/-sondierung; 24-270 B",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-07-15,not specified,not specified,not specified,15.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; Abbrucharbeiten; 24-094 E",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-07-10,not specified,not specified,not specified,10.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; Elektrotechnik; 24-312 E",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-07-05,20.08.24,not specified,not specified,05.07.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; VE02 Baustelleneinrichtung / Baulogistik; 24-097 E",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-14,not specified,not specified,not specified,14.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; VE03.02 Tischlerarbeiten Interimsfoyer - Vorabmaßnahme; 24-095 E",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-23,not specified,not specified,not specified,23.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; VE04.02 Demontage- und Schadstoffsanierungsarbeiten von Asbest-, und KMF-haltigen Baustoffen Produkten",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-07-04,not specified,not specified,not specified,04.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Restauratorische Begleitung Kunsttransport,Stiftung Insel Hombroich,2024-07-26,09.08.24,not specified,not specified,26.07.24,UVgO TNW,https://www.evergabe.nrw.de,"Museum, Ausstellung",North Rhine-Westphalia
"LWL - Förderschulzentrum, Paderborn; Rahmenvertrag; Sanitär; 24-112 BR",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-03-15,not specified,not specified,not specified,15.03.24,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Ex post: Kindermuseum Klipp Klapp 2. BA; hier: Tischlerarbeiten,Stadt Oelde,2024-04-26,not specified,not specified,not specified,26.04.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,"Ausstellung, Gartenschau",North Rhine-Westphalia
Miete Rigging und Licht,Kultur Ruhr GmbH,2024-07-15,not specified,not specified,not specified,15.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
Tel Umbau und Erweiterung Marienschule - 736 Bauphysik,Stadt Telgte,2024-07-10,12.08.24,not specified,not specified,10.07.24,VgV TNW,https://www.evergabe.nrw.de,"Ausstellung, Analyse",North Rhine-Westphalia
Szenografie ExFlux,Vergabe und Beschaffungszentrum Dortmund,2024-06-18,not specified,not specified,not specified,18.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
Objektplanung Freianlagen: Betriebsinfrastrukturplanung (BIP) der temporären Ausstellungsplanungen,Internationale Gartenausstellung Metropole Ruhr 2027 gGmbH,2024-08-01,02.09.24,not specified,not specified,01.08.24,VgV TNW,https://www.evergabe.nrw.de,"Ausstellung, Studie, Gartenschau",North Rhine-Westphalia
"Aldenhoven, Bürgerzentrum, Betreuung eines Realisierungswettbewerbs gem. RPW 2013",Starke Projekte Gmbh,2024-07-17,16.08.24,not specified,not specified,17.07.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
"Haus Hohenbusch, Sanierung der Putzfassade am Herrenhaus","Stadt Erkelenz, Der Bürgermeister",2024-06-18,not specified,not specified,not specified,18.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
BLB NRW / NL DO / BAuA_DASA (WB7700); Küche_VOB_GaLa Bau und Abwasseranlagen / 010-24-00543,Bau- und Liegenschaftsbetrieb NRW Dortmund,2024-08-01,13.08.24,not specified,not specified,01.08.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
Neuausrichtung der Dauerausstellung - Inszenatorischer Film,"Stadt Wuppertal, SB 213, Museum Industriekultur Wuppertal",2024-07-29,not specified,not specified,not specified,29.07.24,UVgO Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
LWL - Freilichtmuseum Detmold; Neubau Eingangs- und Ausstellungsgebäude; G38_Akustikbekleidungen Holz; 24-349 E,LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-08-04,03.09.24,not specified,not specified,04.08.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
"Erstellen von Medienproduktionen, sowie deren Installation und Inbetriebnahme für die Dauerausstellung LVR-Niederrheinmuseum Wesel",LVR-Fachbereich Zentraler Einkauf und Dienstleistungen,2024-07-09,09.08.24,not specified,not specified,09.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
Beschaffung der digitalen Exponate für die Neugestaltung der Dauerausstellung LVR-Niederrheinmuseum Wesel,LVR-Fachbereich Zentraler Einkauf und Dienstleistungen,2024-07-24,07.08.24,not specified,not specified,24.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
LWL - Freilichtmuseum Detmold; Dachabdichtung G21 Neubau Eingangs- und Ausstellungsgebäude; 23-544 E,LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-13,not specified,not specified,not specified,13.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
LWL - Freilichtmuseum Detmold; Kompaktdach G22 Neubau Eingangs- und Ausstellungsgebäude; 24-169 E,LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-25,not specified,not specified,not specified,25.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
LWL - Freilichtmuseum Detmold; Estrich G25 Neubau Eingangs- und Ausstellungsgebäude; 24-079 E,LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-30,not specified,not specified,not specified,30.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
LWL - Freilichtmuseum Detmold; Neubau Eingangs- und Ausstellungsgebäude; G55 Stromschienenstrahler; 24-373 Ö,LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-07-12,13.08.24,not specified,not specified,12.07.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
"Leistungen der Sicherheits- und Gesundheitsschutzkoordination für die Bauarbeiten am Zukunftsgarten Gelsenkirchen - IGA 2027 Zukunftsgarten mit Nordsternpark+, Zufahrt über Grothusstraße 201, 45883 Gelsenkirchen",Stadt Gelsenkirchen,2024-08-02,03.09.24,not specified,not specified,02.08.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
Onlineplattform Jubiläum 2024-2025,FernUniversität in Hagen,2024-07-30,not specified,not specified,not specified,30.07.24,UVgO Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Ideenskizze,North Rhine-Westphalia
147 - Konzept und Umsetzung zeitsynchrone Videointegration,RWTH Aachen University,2024-06-20,not specified,not specified,not specified,20.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Konzept für die Kommunale Wärmeplanung der Stadt Heiligenhaus,Stadt Heiligenhaus - Zentrale Vergabestelle,2024-08-01,not specified,not specified,not specified,01.08.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Konzept zur städtebaulichen Integration des Parkens in der Innenstadt,Stadtplanungsamt,2024-03-11,not specified,not specified,not specified,11.03.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Qualifizierter Mietspiegel und schlüssiges Konzept zur Ermittlung angemessener Unterkunftskosten nach SGB II und SGB XII,Kreis Olpe,2024-05-28,not specified,not specified,not specified,28.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Konzept, Analyse",North Rhine-Westphalia
Neuausschreibung Funkanlagen,Land Nordrhein-Westfalen vertreten durch Landesamt für Zentrale Polizeiliche Dienste NRW,2024-07-26,26.08.24,not specified,not specified,26.07.24,VSVgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"Planungs- und Bauleistungen für die Errichtung und den Betrieb eines Gigabitnetzes in den unterversorgten ""grauen Flecken"" der Stadt Bielefeld unter Gewährung einer Investitionsbeihilfe","Stadt Bielefeld - Amt für Organisation, IT und Zentrale Leistungen",2024-08-02,03.09.24,not specified,not specified,02.08.24,Sonstige TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"Errichtung einer Flüchtlingswohnanlage 40764 Langenfeld, Haus Gravener Straße 204",Stadt Langenfeld Rhld. - ZVS,2024-07-26,15.08.24,not specified,not specified,26.07.24,Sonstige TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Investor / Bauträger / Projektträger für den Bau und die Vermarktung von Mehrfamilienhäusern,Stadt Bocholt,2024-08-06,10.09.24,not specified,not specified,06.08.24,Sonstige TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"Fortführung des Konzepts ""GEstärkt durchs Leben - Kinder psychisch belasteter Eltern"" inkl. Weiterentwicklung tangierter Fachkräfte im Förderaufruf ""kinderstark - NRW schafft Chancen 2024""","Stadt Gelsenkirchen, 10/4.1 - Zentrale Beschaffungsstelle",2024-06-05,not specified,not specified,not specified,05.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"BLB NRW / NL Dortmund / RUB,UV Ern. Elektroins (WE 2188) ; Erneuerung Elektro. NEW WORK 010-24-00547",Bau- und Liegenschaftsbetrieb NRW Dortmund,2024-08-01,not specified,not specified,not specified,01.08.24,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"BLB NRW Köln / Justizzentrum Köln, Neubau / Technische Ausrüstung Anlagengruppe 8",Bau- und Liegenschaftsbetrieb NRW Köln,2024-07-11,12.08.24,not specified,not specified,11.07.24,VgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Tortenlieferung Bistro Opherdicke,Kreis Unna - Der Landrat,2024-07-05,27.08.24,not specified,not specified,05.07.24,UVgO TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"Kraftwerksstandort Niederaußem, Bergheim - Erstellung eines Strukturkonzeptes",NRW.URBAN,2024-06-07,not specified,not specified,not specified,07.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Konzept, Gutachten",North Rhine-Westphalia
"Bundesstadt Bonn, Projektsteuerungsleistungen für das Integrierte Stadtteilentwicklungskonzept Innenstadt Bonn-Bad Godesberg (ISEK)",Bundesstadt Bonn - Stadtplanungsamt,2022-11-05,06.12.22,not specified,not specified,05.11.22,VgV TNW,https://www.evergabe.nrw.de,"Konzept, Studie",North Rhine-Westphalia
"Entwicklungskonzept Grün, Klima, Nutzung und Gestaltung für die Dortmunder Nordstadt",Vergabe und Beschaffungszentrum Dortmund,2024-08-04,02.09.24,not specified,not specified,04.08.24,VgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"Ausrichtung des ""Erkelenzer Adventsdorfes"" in den Jahren 2025 bis 2028",Stadt Erkelenz - Der Bürgermeister,2024-05-15,not specified,not specified,not specified,15.05.24,Sonstige Vergebener Auftrag,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Erneuerung des Sicherheitsleitsystem für den Sicherheitsdienst,Universitätsklinikum Aachen AöR,2024-06-14,not specified,not specified,not specified,14.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Wechselladerfahrzeug mit Abrollbehälter,Märkischer Kreis,2024-07-31,30.08.24,not specified,not specified,31.07.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Erstellung eines Abfallvermeidungskonzepts für die Stadt Essen,"Stadt Essen, Zentrales Vergabe- und Beschaffungsmanagement",2024-08-06,10.09.24,not specified,not specified,06.08.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Nachnutzung Frauenklink - Malerarbeiten (Vergabepaket 2),Universitätsklinikum Bonn AöR,2024-08-06,09.09.24,not specified,not specified,06.08.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Masterplan,North Rhine-Westphalia
"Planungs- und Beratungsleistungen für die neue ""Masterplanung"" im Hochschulbau",Hochschule Bielefeld,2024-07-25,not specified,not specified,not specified,25.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Masterplan,North Rhine-Westphalia
Veranstaltungsmanagement und Kommunikationsdesign der Science Night,Vergabe und Beschaffungszentrum Dortmund,2024-06-13,not specified,not specified,not specified,13.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Masterplan,North Rhine-Westphalia
Erstellung einer Machbarkeitsstudie für den Geltungsbereich der Gestaltungssatzung Lünen-Horstmar,Stadt Lünen,2024-07-11,12.08.24,not specified,not specified,11.07.24,Sonstige Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Studie, Machbarkeitsstudie",North Rhine-Westphalia
MW - Baustatische Prüfung von Dächern auf Abwasseranlagen im Verbandsgebiet des Wasserverband Eifel-Rur,Wasserverband Eifel-Rur - Zentrale Vergabestelle -,2024-08-01,23.08.24,not specified,not specified,01.08.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Machbarkeit,North Rhine-Westphalia
Herforder Straße - Planung Verkehrsanlagen und Ingenieurbauwerke (Abschnitt Nord),"Stadt Bielefeld - Amt für Organisation, IT und Zentrale Leistungen",2024-07-14,13.08.24,not specified,not specified,14.07.24,VgV TNW,https://www.evergabe.nrw.de,"Machbarkeit, Gutachten",North Rhine-Westphalia
"""Neubau Rathaus"" in Greven",Stadt Greven,2024-07-24,23.08.24,not specified,not specified,24.07.24,VgV TNW,https://www.evergabe.nrw.de,"Machbarkeit, Studie, Machbarkeitsstudie",North Rhine-Westphalia
"Bestandssanierung Montanusschule (Hauptgebäude), Hückeswagen, Weststr. 41, hier: Objektplanung",Schloss-Stadt Hückeswagen,2024-08-04,13.09.24,not specified,not specified,04.08.24,VgV TNW,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
"Badezentrum Bockum, Am Badezentrum 2 , 47800 Krefeld - Generalplaner",Stadt Krefeld - Zentrales Gebäudemanagement,2024-08-06,06.09.24,not specified,not specified,06.08.24,VgV TNW,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
Vorinformation Musik-Campus,Stadtverwaltung Münster - Zentrales Vergabemanagement,2020-09-18,not specified,not specified,not specified,18.09.20,VgV Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
Feuer- und Rettungswache der Stadt Wermelskirchen - Machbarkeitsstudie,ÖA_UVgO_24.24 - Feuer- und Rettungswache der Stadt Wermelskirchen - Machbarkeitsstudie,2024-07-26,22.08.24,not specified,not specified,26.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
Planungsleistungen der Tragwerksplanung (§ 51 HOAI) für die Grundschule Kaldauen: Umbau und Erweiterungsmaßnahmen der OGS Kaldauen inklusive Mensaerweiterung,Kreisstadt Siegburg,2022-10-27,28.11.22,not specified,not specified,27.10.22,VgV Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Gutachten",North Rhine-Westphalia
Klimaresiliente Umgestaltung von öffentlichen Plätzen im Essener Stadtgebiet - Planungsleistungen,Stadt Essen - Amt für Straßen und Verkehr,2024-07-14,14.08.24,not specified,not specified,14.07.24,VgV Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
"Kettelerschule, Objektplanung Gebäude","Stadt Hamm, Immobilienmanagement",2024-07-21,20.08.24,not specified,not specified,21.07.24,VgV Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
BLB Aachen | JVA Euskirchen | Neubau Küche | Projektsteuerungsleistungen (005-24-00501),Bau- und Liegenschaftsbetrieb NRW Aachen,2024-08-01,02.09.24,not specified,not specified,01.08.24,VgV Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
Planung der Verkehrsanlagen und Ingenieurbauwerke Ausbau des RuhrtalRadweges im Rahmen der IGA 2027,"Stadt Witten, Zentrales Vergabeamt",2024-08-02,04.09.24,not specified,not specified,02.08.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Machbarkeit,North Rhine-Westphalia
